2904, 117, 42, 108, 23, 0.7358490566037735, 0.8357142857142857



2904, 144, 146, 0, 0, 0.496551724137931, 1.0



1284, 55, 12, 51, 10, 0.8208955223880597, 0.8461538461538461



1208, 52, 4, 57, 7, 0.9285714285714286, 0.8813559322033898



2904, 109, 31, 123, 27, 0.7785714285714286, 0.8014705882352942



1284, 52, 9, 59, 8, 0.8524590163934426, 0.8666666666666667



2904, 0, 0, 141, 149, 0, 0



1284, 51, 9, 60, 8, 0.85, 0.864406779661017



1208, 0, 0, 51, 69, 0, 0



7028, 339, 24, 320, 19, 0.9338842975206612, 0.946927374301676



1062, 54, 4, 47, 1, 0.9310344827586207, 0.9818181818181818



1374, 54, 12, 54, 17, 0.8181818181818182, 0.7605633802816901



1270, 63, 64, 0, 0, 0.49606299212598426, 1.0



1238, 38, 10, 54, 21, 0.7916666666666666, 0.6440677966101694



1238, 0, 0, 48, 75, 0, 0



