2334, 110, 3, 109, 11, 0.9734513274336283, 0.9090909090909091
2334, 92, 29, 83, 29, 0.7603305785123967, 0.7603305785123967
2334, 94, 48, 64, 27, 0.6619718309859155, 0.7768595041322314
2334, 100, 16, 96, 21, 0.8620689655172413, 0.8264462809917356
2334, 91, 18, 96, 28, 0.8348623853211009, 0.7647058823529411
2334, 84, 42, 72, 35, 0.6666666666666666, 0.7058823529411765
2334, 91, 46, 68, 28, 0.6642335766423357, 0.7647058823529411
2334, 98, 14, 100, 21, 0.875, 0.8235294117647058
2334, 95, 11, 119, 8, 0.8962264150943396, 0.9223300970873787
2334, 80, 46, 84, 23, 0.6349206349206349, 0.7766990291262136
2334, 83, 53, 77, 20, 0.6102941176470589, 0.8058252427184466
2334, 82, 8, 122, 21, 0.9111111111111111, 0.7961165048543689
2334, 118, 11, 98, 6, 0.9147286821705426, 0.9516129032258065
2334, 82, 33, 76, 42, 0.7130434782608696, 0.6612903225806451
2334, 110, 54, 55, 14, 0.6707317073170732, 0.8870967741935484
2334, 109, 19, 90, 15, 0.8515625, 0.8790322580645161
2334, 94, 7, 119, 13, 0.9306930693069307, 0.8785046728971962
2334, 75, 33, 93, 32, 0.6944444444444444, 0.7009345794392523
2334, 86, 43, 83, 21, 0.6666666666666666, 0.8037383177570093
2334, 92, 16, 110, 15, 0.8518518518518519, 0.8598130841121495
2334, 97, 12, 113, 11, 0.8899082568807339, 0.8981481481481481
2334, 73, 41, 84, 35, 0.6403508771929824, 0.6759259259259259
2334, 80, 51, 74, 28, 0.6106870229007634, 0.7407407407407407
2334, 87, 14, 111, 21, 0.8613861386138614, 0.8055555555555556
2334, 112, 2, 107, 12, 0.9824561403508771, 0.9032258064516129
2334, 93, 27, 82, 31, 0.775, 0.75
2334, 100, 34, 75, 24, 0.746268656716418, 0.8064516129032258
2334, 107, 13, 96, 17, 0.8916666666666667, 0.8629032258064516
2334, 112, 9, 99, 13, 0.9256198347107438, 0.896
2334, 103, 21, 87, 22, 0.8306451612903226, 0.824
2334, 95, 35, 73, 30, 0.7307692307692307, 0.76
2334, 106, 12, 96, 19, 0.8983050847457628, 0.848
2334, 105, 8, 107, 13, 0.9292035398230089, 0.8898305084745762
2334, 75, 39, 76, 43, 0.6578947368421053, 0.635593220338983
2334, 94, 35, 80, 24, 0.7286821705426356, 0.7966101694915254
2334, 98, 9, 106, 20, 0.9158878504672897, 0.8305084745762712
2334, 109, 12, 103, 9, 0.9008264462809917, 0.923728813559322
2334, 93, 33, 82, 25, 0.7380952380952381, 0.788135593220339
2334, 91, 38, 77, 27, 0.7054263565891473, 0.7711864406779662
2334, 100, 18, 97, 18, 0.847457627118644, 0.847457627118644
2334, 101, 11, 115, 6, 0.9017857142857143, 0.9439252336448598
2334, 82, 47, 79, 25, 0.6356589147286822, 0.7663551401869159
2334, 84, 39, 87, 23, 0.6829268292682927, 0.7850467289719626
2334, 90, 17, 109, 17, 0.8411214953271028, 0.8411214953271028
2334, 101, 10, 110, 12, 0.9099099099099099, 0.8938053097345132
2334, 76, 40, 80, 37, 0.6551724137931034, 0.672566371681416
2334, 85, 29, 91, 28, 0.7456140350877193, 0.7522123893805309
2334, 94, 15, 105, 19, 0.8623853211009175, 0.831858407079646
2334, 98, 7, 117, 11, 0.9333333333333333, 0.8990825688073395
2334, 76, 43, 81, 33, 0.6386554621848739, 0.6972477064220184
2334, 90, 54, 70, 19, 0.625, 0.8256880733944955
2334, 89, 18, 106, 20, 0.8317757009345794, 0.8165137614678899
2334, 109, 11, 98, 15, 0.9083333333333333, 0.8790322580645161
2334, 86, 20, 89, 38, 0.8113207547169812, 0.6935483870967742
2334, 102, 58, 51, 22, 0.6375, 0.8225806451612904
2334, 108, 11, 98, 16, 0.907563025210084, 0.8709677419354839
2334, 101, 10, 116, 6, 0.9099099099099099, 0.9439252336448598
2334, 81, 39, 87, 26, 0.675, 0.7570093457943925
2334, 86, 47, 79, 21, 0.6466165413533834, 0.8037383177570093
2334, 88, 16, 110, 19, 0.8461538461538461, 0.822429906542056
2334, 107, 11, 102, 13, 0.9067796610169492, 0.8916666666666667
2334, 79, 41, 72, 41, 0.6583333333333333, 0.6583333333333333
2334, 86, 43, 70, 34, 0.6666666666666666, 0.7166666666666667
2334, 101, 13, 100, 19, 0.8859649122807017, 0.8416666666666667
2334, 106, 11, 100, 16, 0.905982905982906, 0.8688524590163934
2334, 70, 18, 93, 52, 0.7954545454545454, 0.5737704918032787
2334, 101, 37, 74, 21, 0.7318840579710145, 0.8278688524590164
2334, 104, 13, 98, 18, 0.8888888888888888, 0.8524590163934426
